CoC_Number,Year,weighted median income,weighted median rent,total population,tract count,CoC Name,Overall Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Poverty_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Unemployment_Rate,Average Temperature,"Beds (ES, TH, SH)"
IA-502,2014,63718.95445438236,843.0919882665689,458178.0,101.0,Des Moines/Polk County CoC,886.0,784.0,102.0,571.0,315.0,12.46599626,6.583909575,32.33334865,42.66304348,5.985487287,14.2,861.0
IA-502,2015,64121.48586274392,864.4945700230935,465932.0,101.0,Des Moines/Polk County CoC,830.0,737.0,93.0,567.0,263.0,12.46264044,6.619685645,32.51976993,42.75423949,5.739130435,21.6,839.0
IA-502,2016,65768.9490387389,890.3632853211608,474949.0,101.0,Des Moines/Polk County CoC,793.0,724.0,69.0,558.0,235.0,11.94111303,6.536474725,32.99882002,42.08848483,5.092649832,19.6,837.0
IA-502,2017,67685.51244550057,933.6160305816716,483950.0,101.0,Des Moines/Polk County CoC,676.0,624.0,52.0,534.0,142.0,11.27767249,6.571940489,32.90455611,42.0442554,4.694988222,24.2,670.0
IA-502,2018,70381.61217301164,963.7986341185796,491990.0,101.0,Des Moines/Polk County CoC,764.0,657.0,107.0,612.0,152.0,10.82362998,6.955095264,32.9401831,41.4451305,4.280787253,17.8,660.0
IA-502,2019,72397.78765287335,988.22358310427,498043.0,101.0,Des Moines/Polk County CoC,681.0,589.0,92.0,558.0,123.0,10.06767949,6.488405979,33.21896251,41.47368094,4.161649908,18.7,646.0
IA-502,2020,74932.41455637799,950.18913670901,509330.0,119.0,Des Moines/Polk County CoC,646.0,516.0,130.0,535.0,111.0,10.42706783,6.805061822,34.39296716,41.00690346,4.615865381,23.1,631.0
IA-502,2021,78823.55731684533,997.5831250924434,513828.0,119.0,Des Moines/Polk County CoC,576.0,458.0,118.0,466.0,110.0,10.1316051,6.460960777,34.53344533,40.76443181,4.456699896,23.9,626.0
IA-502,2022,85415.10213625355,1070.393724466418,519414.0,119.0,Des Moines/Polk County CoC,606.0,512.0,94.0,502.0,104.0,10.45061646,6.591282447,34.59233944,41.22401848,4.743033149,14.9,610.0
IA-502,2023,89183.26574723952,1118.0342468495987,524457.0,119.0,Des Moines/Polk County CoC,644.0,515.0,129.0,506.0,138.0,10.45061646,6.591282447,34.59233944,41.22401848,4.743033149,24.2,598.0
ID-500,2007,59839.32715290583,888.1222505896753,380718.0,59.0,Boise/Ada County CoC,581.0,472.0,109.0,410.0,171.0,10.07631803,6.63850766,30.65243578,44.82498629,7.785465396,20.7,634.0
ID-500,2008,59839.32715290583,888.1222505896753,380718.0,59.0,Boise/Ada County CoC,611.0,553.0,58.0,420.0,191.0,10.07631803,6.63850766,30.65243578,44.82498629,7.785465396,19.9,834.0
ID-500,2009,59839.32715290583,888.1222505896753,380718.0,59.0,Boise/Ada County CoC,786.0,644.0,142.0,586.0,200.0,10.07631803,6.63850766,30.65243578,44.82498629,7.785465396,25.0,873.0
ID-500,2010,59839.32715290583,888.1222505896753,380718.0,59.0,Boise/Ada County CoC,872.0,747.0,125.0,645.0,227.0,10.07631803,6.63850766,30.65243578,44.82498629,7.785465396,28.2,808.0
ID-500,2011,59076.33982183248,929.694745140066,388174.0,59.0,Boise/Ada County CoC,838.0,741.0,97.0,630.0,208.0,11.06142372,6.630809366,31.30161227,46.14299568,7.785465396,24.0,793.0
ID-500,2012,59102.89114621444,941.4740290813525,394961.0,59.0,Boise/Ada County CoC,754.0,701.0,53.0,566.0,188.0,11.96558339,6.131122546,32.11174954,46.80913843,8.523775553,26.8,707.0
ID-500,2013,59316.11144637554,942.9069964871924,401673.0,59.0,Boise/Ada County CoC,694.0,645.0,49.0,544.0,150.0,12.91917756,5.86963962,32.08319586,47.30844299,8.425779446,20.2,724.0
ID-500,2014,60338.52613020753,963.1373427263776,409239.0,59.0,Boise/Ada County CoC,753.0,707.0,46.0,576.0,177.0,12.76153638,5.282317697,33.11247231,46.45843829,7.35375526,27.7,772.0
ID-500,2015,60972.3393548758,988.7835813566912,417501.0,59.0,Boise/Ada County CoC,755.0,674.0,81.0,611.0,144.0,12.61700458,5.060481488,34.23346153,45.94884022,6.674070414,28.7,780.0
ID-500,2016,62282.62720116112,1002.3750252467132,425798.0,59.0,Boise/Ada County CoC,867.0,742.0,125.0,680.0,187.0,12.23538695,4.582025179,33.19574546,44.26271504,5.357682366,25.8,834.0
ID-500,2017,64443.87281122089,1037.4004991760837,435117.0,59.0,Boise/Ada County CoC,833.0,722.0,111.0,671.0,162.0,11.75096525,4.852463002,32.07644793,43.26907758,4.359998315,18.5,771.0
ID-500,2018,67411.20834117995,1080.745576748899,446052.0,59.0,Boise/Ada County CoC,756.0,635.0,121.0,613.0,143.0,11.02842595,4.602234985,32.28784107,42.67529295,3.83867238,30.4,650.0
ID-500,2019,70297.21859301432,1120.3754041269651,456849.0,59.0,Boise/Ada County CoC,713.0,652.0,61.0,568.0,145.0,10.90251321,4.584608645,31.28207037,43.83442093,3.982562368,26.3,682.0
ID-500,2020,76207.80898369022,1060.0277587848502,469473.0,129.0,Boise/Ada County CoC,647.0,564.0,83.0,542.0,105.0,11.20923958,5.069492894,34.77952106,40.35566741,4.041865164,27.3,739.0
ID-500,2021,81747.76279248051,1198.9885831104225,485246.0,129.0,Boise/Ada County CoC,575.0,502.0,73.0,395.0,180.0,11.17239631,5.192140581,34.75910414,43.10618454,4.040137797,26.6,870.0
ID-500,2022,91538.85695706884,1422.070826984848,497494.0,129.0,Boise/Ada County CoC,620.0,540.0,80.0,529.0,91.0,9.734270924,5.056967823,33.23106843,43.33219916,3.685150092,23.9,794.0
ID-500,2023,95920.63655688788,1630.20604780613,508052.0,129.0,Boise/Ada County CoC,687.0,572.0,115.0,603.0,84.0,9.734270924,5.056967823,33.23106843,43.33219916,3.685150092,23.4,821.0
ID-501,2007,44931.53433314806,673.453793324893,1146079.0,239.0,Idaho Balance of State CoC,1168.0,653.0,515.0,692.0,476.0,14.52934472,14.56169023,28.73007241,41.37527396,7.964307933,20.7,992.0
ID-501,2008,44931.53433314806,673.453793324893,1146079.0,239.0,Idaho Balance of State CoC,853.0,697.0,156.0,397.0,456.0,14.52934472,14.56169023,28.73007241,41.37527396,7.964307933,19.9,1038.0
ID-501,2009,44931.53433314806,673.453793324893,1146079.0,239.0,Idaho Balance of State CoC,1153.0,833.0,320.0,531.0,622.0,14.52934472,14.56169023,28.73007241,41.37527396,7.964307933,25.0,1071.0
ID-501,2010,44931.53433314806,673.453793324893,1146079.0,239.0,Idaho Balance of State CoC,1474.0,817.0,657.0,800.0,674.0,14.52934472,14.56169023,28.73007241,41.37527396,7.964307933,28.2,1097.0
ID-501,2011,45655.41983434511,695.4972375072408,1161813.0,239.0,Idaho Balance of State CoC,1361.0,844.0,517.0,680.0,681.0,15.11533811,14.59983545,28.97335512,42.93200544,7.956512254,24.0,1102.0
ID-501,2012,45866.44220278606,710.5365684380334,1172842.0,239.0,Idaho Balance of State CoC,1214.0,781.0,433.0,609.0,605.0,15.86391586,15.22667747,29.43304188,44.21662635,8.599002051,26.8,1088.0
ID-501,2013,45622.62616707752,718.3917919320702,1181691.0,239.0,Idaho Balance of State CoC,1087.0,759.0,328.0,540.0,547.0,16.06900268,15.45369213,29.78462612,44.29003308,8.969820113,20.2,1038.0
ID-501,2014,46054.843846331576,733.2587695603772,1190225.0,239.0,Idaho Balance of State CoC,1351.0,761.0,590.0,658.0,693.0,16.31851146,15.55763955,30.26625457,44.0415964,8.423732708,27.7,996.0
ID-501,2015,46022.770133089136,740.8938873070758,1199046.0,239.0,Idaho Balance of State CoC,1211.0,823.0,388.0,561.0,650.0,16.29436454,15.65621334,30.67473085,43.41994334,7.431505118,28.7,1079.0
ID-501,2016,47710.928373088864,753.9709428487581,1209685.0,239.0,Idaho Balance of State CoC,1380.0,767.0,613.0,604.0,776.0,16.00355646,15.34383502,30.66379758,42.63243916,6.575050625,25.8,1072.0
ID-501,2017,49624.11929641696,780.2998728582672,1222258.0,239.0,Idaho Balance of State CoC,1204.0,676.0,528.0,638.0,566.0,15.19821997,15.34319191,30.56054394,41.77544534,5.779967509,18.5,920.0
ID-501,2018,51764.8502814963,805.5178348098702,1241757.0,239.0,Idaho Balance of State CoC,1256.0,654.0,602.0,684.0,572.0,14.63049006,15.50359144,30.56334541,41.86647618,5.026206509,30.4,763.0
ID-501,2019,54406.31507390351,830.2205169160783,1260901.0,239.0,Idaho Balance of State CoC,1602.0,678.0,924.0,948.0,654.0,13.79361537,15.37955385,29.98222973,41.65744865,4.567562734,26.3,784.0
ID-501,2020,57494.49950190444,824.9201350461594,1284894.0,327.0,Idaho Balance of State CoC,1668.0,708.0,960.0,778.0,890.0,13.27350736,15.12585544,30.58942733,41.73307753,4.659888362,27.3,838.0
ID-501,2021,61601.969024503705,889.7623214017798,1326371.0,327.0,Idaho Balance of State CoC,1314.0,515.0,799.0,525.0,789.0,12.4180248,14.27260587,29.32214806,41.34402539,4.465136727,26.6,706.0
ID-501,2022,67684.50511161973,994.8520435053424,1356615.0,327.0,Idaho Balance of State CoC,1378.0,570.0,808.0,704.0,674.0,12.11770493,13.13535452,29.52350772,41.87662251,4.295346044,23.9,1047.0
ID-501,2023,72013.41943224442,1070.91013135592,1385244.0,327.0,Idaho Balance of State CoC,1611.0,668.0,943.0,877.0,734.0,12.11770493,13.13535452,29.52350772,41.87662251,4.295346044,23.4,1038.0
IL-500,2007,77731.91555004579,1082.5234874660002,299266.0,51.0,McHenry County CoC,253.0,235.0,18.0,183.0,70.0,6.270424468,6.103165767,16.61549063,49.74383996,8.939963638,30.3,179.0
IL-500,2008,77731.91555004579,1082.5234874660002,299266.0,51.0,McHenry County CoC,199.0,195.0,4.0,122.0,77.0,6.270424468,6.103165767,16.61549063,49.74383996,8.939963638,26.9,208.0
IL-500,2009,77731.91555004579,1082.5234874660002,299266.0,51.0,McHenry County CoC,257.0,247.0,10.0,153.0,104.0,6.270424468,6.103165767,16.61549063,49.74383996,8.939963638,20.6,191.0
IL-500,2010,77731.91555004579,1082.5234874660002,299266.0,51.0,McHenry County CoC,212.0,211.0,1.0,124.0,88.0,6.270424468,6.103165767,16.61549063,49.74383996,8.939963638,21.5,201.0
IL-500,2011,78265.14712758962,1145.997605494411,301106.0,51.0,McHenry County CoC,182.0,179.0,3.0,113.0,69.0,7.127809112,6.541866095,16.88153758,50.28989751,8.985076909,22.7,185.0
IL-500,2012,78274.50133622462,1139.838903698988,301596.0,51.0,McHenry County CoC,196.0,193.0,3.0,123.0,73.0,7.780070526,6.441404655,17.85646977,49.93889568,10.0385021,31.9,185.0
IL-500,2013,78476.14408528768,1145.361760350374,301849.0,51.0,McHenry County CoC,185.0,180.0,5.0,111.0,74.0,8.138919691,6.783979088,18.71799561,50.54551376,10.66376425,29.2,152.0
IL-500,2014,79207.96327004394,1151.361615123124,301525.0,51.0,McHenry County CoC,166.0,161.0,5.0,108.0,58.0,7.967125009,6.280153282,19.1989018,48.62104188,9.688801734,19.3,174.0
IL-500,2015,79481.18070553878,1233.109086383699,301330.0,51.0,McHenry County CoC,177.0,168.0,9.0,116.0,61.0,8.199093512,6.385308044,20.21206097,46.68756027,8.180788415,25.7,162.0
IL-500,2016,81103.70837389326,1118.6619910629745,300995.0,51.0,McHenry County CoC,154.0,150.0,4.0,102.0,52.0,7.815389563,6.27706412,21.79359541,45.40737127,6.526835751,26.9,141.0
IL-500,2017,83414.505716196,1198.3245091419417,302124.0,51.0,McHenry County CoC,155.0,150.0,5.0,87.0,68.0,7.417463113,5.985132756,21.19908069,44.78004818,5.451142813,32.1,130.0
IL-500,2018,86025.43638218721,1229.8225843318216,301873.0,51.0,McHenry County CoC,179.0,174.0,5.0,124.0,55.0,7.072778709,5.426129816,21.3591414,44.88963005,4.469345777,24.1,188.0
IL-500,2019,87826.50627398903,1291.6439440854945,301961.0,51.0,McHenry County CoC,159.0,158.0,1.0,93.0,66.0,7.168520161,5.297575507,21.22915426,44.61248466,4.101495254,25.4,178.0
IL-500,2020,92285.11316262573,1174.4614612182756,308715.0,64.0,McHenry County CoC,155.0,154.0,1.0,108.0,47.0,6.966830135,5.083809899,22.12353528,46.3022961,4.941623304,31.8,182.0
IL-500,2021,96596.0979305876,1223.2532471906868,311731.0,64.0,McHenry County CoC,49.0,43.0,6.0,44.0,5.0,6.839441182,4.681101874,21.25166791,48.76467586,5.320719125,29.5,114.0
IL-500,2022,103706.3165661898,1290.6754960311105,312178.0,64.0,McHenry County CoC,92.0,81.0,11.0,74.0,18.0,6.611837487,4.497208218,20.06993086,48.91679394,5.079899585,22.2,119.0
IL-500,2023,106767.32009080952,1352.628033121786,312302.0,64.0,McHenry County CoC,125.0,90.0,35.0,89.0,36.0,6.611837487,4.497208218,20.06993086,48.91679394,5.079899585,34.4,93.0
IL-501,2007,52866.17114922547,767.483551648157,451565.0,105.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",705.0,631.0,74.0,381.0,324.0,14.65574386,9.272840479,30.56881536,48.97882147,11.0184944,30.3,505.0
IL-501,2008,52866.17114922547,767.483551648157,451565.0,105.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",705.0,631.0,74.0,381.0,324.0,14.65574386,9.272840479,30.56881536,48.97882147,11.0184944,26.9,557.0
IL-501,2009,52866.17114922547,767.483551648157,451565.0,105.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",567.0,431.0,136.0,390.0,177.0,14.65574386,9.272840479,30.56881536,48.97882147,11.0184944,20.6,557.0
IL-501,2010,52866.17114922547,767.483551648157,451565.0,105.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",739.0,612.0,127.0,326.0,413.0,14.65574386,9.272840479,30.56881536,48.97882147,11.0184944,21.5,526.0
IL-501,2011,53427.88682959302,798.3596782619621,453661.0,105.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",740.0,568.0,172.0,418.0,322.0,15.60606911,9.382912774,31.3211365,49.6789079,11.02867056,22.7,457.0
IL-501,2012,53421.229956726376,805.3558450266214,453394.0,105.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",852.0,637.0,215.0,493.0,359.0,15.94807249,9.634808366,32.51105675,49.0881459,11.71367721,31.9,570.0
IL-501,2013,52463.37717125977,803.6682438886334,452272.0,105.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",895.0,605.0,290.0,452.0,443.0,16.8289808,9.358564225,33.3361249,48.9502584,12.23301139,29.2,574.0
IL-501,2014,52422.35589533208,822.5524514912961,450950.0,105.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",506.0,469.0,37.0,317.0,189.0,16.82412693,9.512278364,33.67158782,48.40068986,11.86152909,19.3,465.0
IL-501,2015,53203.44502769512,822.2492538477827,448635.0,105.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",428.0,397.0,31.0,242.0,186.0,16.41137253,9.319508736,34.55494525,47.45337474,11.14353553,25.7,394.0
IL-501,2016,54823.46263394555,836.3787566273685,447010.0,105.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",336.0,284.0,52.0,218.0,118.0,15.41461258,8.880890052,35.39167804,45.6714752,10.10436141,26.9,311.0
IL-501,2017,56720.67332700511,857.9690590476704,445623.0,105.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",381.0,346.0,35.0,229.0,152.0,15.45308179,8.910036517,35.62343594,46.10308786,9.524065609,32.1,293.0
IL-501,2018,59077.43289112122,902.6739087346276,443980.0,105.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",356.0,310.0,46.0,214.0,142.0,15.02934795,8.605893914,35.09987915,45.57637131,8.493718875,24.1,312.0
IL-501,2019,61515.322184124576,917.3201376936316,442722.0,105.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",403.0,358.0,45.0,257.0,146.0,14.92047636,8.355261021,34.8817837,44.88423691,7.506862658,25.4,443.0
IL-501,2020,62995.62318239883,907.0698389186348,441516.0,113.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",465.0,420.0,45.0,297.0,168.0,15.15878979,7.733251966,35.22934656,44.54159858,7.636731718,31.8,438.0
IL-501,2021,65867.34548905076,975.2034069343272,439985.0,113.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",287.0,284.0,3.0,179.0,108.0,15.11292118,7.710020829,35.39187783,46.43167124,8.006622708,29.5,484.0
IL-501,2022,70486.97947057,1000.6701752306626,438736.0,113.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",406.0,345.0,61.0,253.0,153.0,15.75359686,7.724233752,35.9798982,46.3892267,7.575132765,22.2,448.0
IL-501,2023,72978.52985585095,1035.501064932272,437117.0,113.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",445.0,379.0,66.0,297.0,148.0,15.75359686,7.724233752,35.9798982,46.3892267,7.575132765,34.4,483.0
IL-502,2007,87911.97274875022,943.9701922766108,711527.0,155.0,"Waukegan, North Chicago/Lake County CoC",496.0,486.0,10.0,240.0,256.0,7.704794075,7.698383847,24.19673247,46.60691679,8.996782666,30.3,381.0
IL-502,2008,87911.97274875022,943.9701922766108,711527.0,155.0,"Waukegan, North Chicago/Lake County CoC",439.0,430.0,9.0,221.0,218.0,7.704794075,7.698383847,24.19673247,46.60691679,8.996782666,26.9,345.0
IL-502,2009,87911.97274875022,943.9701922766108,711527.0,155.0,"Waukegan, North Chicago/Lake County CoC",370.0,368.0,2.0,202.0,168.0,7.704794075,7.698383847,24.19673247,46.60691679,8.996782666,20.6,345.0
IL-502,2010,87911.97274875022,943.9701922766108,711527.0,155.0,"Waukegan, North Chicago/Lake County CoC",474.0,454.0,20.0,237.0,237.0,7.704794075,7.698383847,24.19673247,46.60691679,8.996782666,21.5,339.0
IL-502,2011,88299.03618909836,1007.8122308378968,714718.0,155.0,"Waukegan, North Chicago/Lake County CoC",464.0,461.0,3.0,269.0,195.0,8.959799147,7.867031345,24.68870285,48.06579229,9.014140135,22.7,353.0
IL-502,2012,87763.54390081647,1052.2810773113897,715522.0,155.0,"Waukegan, North Chicago/Lake County CoC",450.0,445.0,5.0,259.0,191.0,9.258663484,7.959995244,25.15478617,46.82631769,9.401864311,31.9,353.0
IL-502,2013,87725.67321156582,1030.5875638539517,716283.0,155.0,"Waukegan, North Chicago/Lake County CoC",497.0,492.0,5.0,337.0,160.0,9.662182632,8.114171372,26.36693736,47.2684604,10.02854856,29.2,370.0
IL-502,2014,87982.9098968394,1081.363283634509,717522.0,155.0,"Waukegan, North Chicago/Lake County CoC",409.0,404.0,5.0,206.0,203.0,10.13062283,7.722795958,26.97957937,47.64886518,9.330131892,19.3,353.0
IL-502,2015,87689.4270647077,1264.1245812284335,716978.0,155.0,"Waukegan, North Chicago/Lake County CoC",386.0,381.0,5.0,197.0,189.0,9.883111836,7.459699742,26.91721394,47.34866569,8.152740826,25.7,336.0
IL-502,2016,89866.49729640041,1269.8919773226696,717192.0,155.0,"Waukegan, North Chicago/Lake County CoC",299.0,280.0,19.0,143.0,156.0,9.132235159,7.277538332,27.69116295,45.93304461,7.100291729,26.9,209.0
IL-502,2017,93674.96740454744,1281.3785987682825,718996.0,155.0,"Waukegan, North Chicago/Lake County CoC",228.0,201.0,27.0,122.0,106.0,8.813812395,7.02093319,28.19801338,46.4563869,6.415142609,32.1,228.0
IL-502,2018,96920.03851213735,1319.8100314762662,718319.0,155.0,"Waukegan, North Chicago/Lake County CoC",277.0,253.0,24.0,161.0,116.0,8.434428812,7.292149355,28.01322355,45.61290928,5.706342351,24.1,165.0
IL-502,2019,100101.56114720053,1418.3750679149516,715969.0,155.0,"Waukegan, North Chicago/Lake County CoC",252.0,220.0,32.0,157.0,95.0,7.991117947,7.008588073,28.13183501,45.19812057,5.282097011,25.4,163.0
IL-502,2020,103257.38722462952,1331.888630625405,703416.0,160.0,"Waukegan, North Chicago/Lake County CoC",292.0,258.0,34.0,150.0,142.0,7.878258668,6.352314891,28.25083874,42.98927059,5.43089835,31.8,165.0
IL-502,2021,106777.61636613224,1371.8820648330168,718276.0,160.0,"Waukegan, North Chicago/Lake County CoC",372.0,372.0,0.0,194.0,178.0,7.857153368,6.18910318,27.98111249,43.69009455,5.766200708,29.5,332.0
IL-502,2022,114009.97248110716,1394.7809143027678,717071.0,160.0,"Waukegan, North Chicago/Lake County CoC",431.0,416.0,15.0,211.0,220.0,8.326871098,5.721984254,28.35616113,43.61438521,5.330287638,22.2,411.0
IL-502,2023,118455.3637891437,1424.611500871723,715824.0,160.0,"Waukegan, North Chicago/Lake County CoC",467.0,437.0,30.0,179.0,288.0,8.326871098,5.721984254,28.35616113,43.61438521,5.330287638,34.4,407.0
IL-503,2007,47724.48915685789,759.9705812490208,197867.0,43.0,"Champaign, Urbana, Rantoul/Champaign County CoC",429.0,416.0,13.0,158.0,271.0,19.25723648,9.599742,44.8866339,53.99152243,7.475073483,30.3,390.0
IL-503,2008,47724.48915685789,759.9705812490208,197867.0,43.0,"Champaign, Urbana, Rantoul/Champaign County CoC",429.0,416.0,13.0,158.0,271.0,19.25723648,9.599742,44.8866339,53.99152243,7.475073483,26.9,399.0
IL-503,2009,47724.48915685789,759.9705812490208,197867.0,43.0,"Champaign, Urbana, Rantoul/Champaign County CoC",534.0,530.0,4.0,209.0,325.0,19.25723648,9.599742,44.8866339,53.99152243,7.475073483,20.6,356.0
IL-503,2010,47724.48915685789,759.9705812490208,197867.0,43.0,"Champaign, Urbana, Rantoul/Champaign County CoC",534.0,530.0,4.0,209.0,325.0,19.25723648,9.599742,44.8866339,53.99152243,7.475073483,21.5,356.0
IL-503,2011,48103.23673931901,791.010383919215,199443.0,43.0,"Champaign, Urbana, Rantoul/Champaign County CoC",231.0,205.0,26.0,87.0,144.0,20.44635167,9.351753454,46.26677087,55.35065739,7.475073483,22.7,305.0
IL-503,2012,48811.16638547561,814.2930010799728,200931.0,43.0,"Champaign, Urbana, Rantoul/Champaign County CoC",209.0,183.0,26.0,134.0,75.0,20.24824442,9.367710954,45.59905131,54.07940241,7.200608947,31.9,232.0
IL-503,2013,48867.20988697216,831.9752306993104,202428.0,43.0,"Champaign, Urbana, Rantoul/Champaign County CoC",214.0,171.0,43.0,156.0,58.0,20.85636978,10.25482463,45.84162149,54.34770278,7.575151065,29.2,234.0
IL-503,2014,49874.37301066528,832.4869989324924,204214.0,43.0,"Champaign, Urbana, Rantoul/Champaign County CoC",205.0,193.0,12.0,148.0,57.0,20.89083021,9.881727124,45.06053451,54.01209621,7.004490058,19.3,195.0
IL-503,2015,49447.14652566508,844.451439985226,205766.0,43.0,"Champaign, Urbana, Rantoul/Champaign County CoC",163.0,153.0,10.0,125.0,38.0,21.02780697,10.18262,44.73498678,51.85602116,6.392979964,25.7,185.0
IL-503,2016,51571.43280205406,849.2682249781998,206420.0,43.0,"Champaign, Urbana, Rantoul/Champaign County CoC",188.0,170.0,18.0,124.0,64.0,19.35298175,10.2030714,44.26624617,49.30927626,5.43979863,26.9,188.0
IL-503,2017,52446.25401306108,866.1812153155146,207946.0,43.0,"Champaign, Urbana, Rantoul/Champaign County CoC",160.0,143.0,17.0,100.0,60.0,18.95539447,10.09885812,44.32254182,49.47523268,5.254371648,32.1,146.0
IL-503,2018,54174.39647072304,872.0763101103854,209448.0,43.0,"Champaign, Urbana, Rantoul/Champaign County CoC",188.0,179.0,9.0,121.0,67.0,19.29404912,10.00141818,46.36662263,47.94520548,4.789279079,24.1,137.0
IL-503,2019,56489.01795905146,893.0786673145263,209922.0,43.0,"Champaign, Urbana, Rantoul/Champaign County CoC",151.0,149.0,2.0,81.0,70.0,18.51116129,11.14359378,47.02375894,46.78697751,4.788877921,25.4,120.0
IL-503,2020,57266.85969448492,894.2353218479471,210006.0,48.0,"Champaign, Urbana, Rantoul/Champaign County CoC",140.0,128.0,12.0,95.0,45.0,17.02549776,11.31375822,46.596938,46.52732596,4.803459577,31.8,123.0
IL-503,2021,61006.40042985144,936.6935807883514,206583.0,48.0,"Champaign, Urbana, Rantoul/Champaign County CoC",148.0,146.0,2.0,95.0,53.0,17.20800823,11.91417529,47.19350446,46.66595426,5.164162711,29.5,197.0
IL-503,2022,66766.49717467619,1008.6157365936328,206525.0,48.0,"Champaign, Urbana, Rantoul/Champaign County CoC",137.0,135.0,2.0,80.0,57.0,18.05411401,12.18975315,47.9280708,46.59764103,4.97683588,22.2,186.0
IL-503,2023,68262.6351881144,1044.275500004852,206098.0,48.0,"Champaign, Urbana, Rantoul/Champaign County CoC",215.0,206.0,9.0,136.0,79.0,18.05411401,12.18975315,47.9280708,46.59764103,4.97683588,34.4,193.0
IL-504,2007,54375.92919161956,712.6646517788847,268005.0,61.0,Madison County CoC,240.0,203.0,37.0,77.0,163.0,12.48558312,8.432890696,25.69746899,47.63970588,7.93302021,30.3,257.0
IL-504,2008,54375.92919161956,712.6646517788847,268005.0,61.0,Madison County CoC,214.0,189.0,25.0,69.0,145.0,12.48558312,8.432890696,25.69746899,47.63970588,7.93302021,26.9,244.0
IL-504,2009,54375.92919161956,712.6646517788847,268005.0,61.0,Madison County CoC,202.0,161.0,41.0,62.0,140.0,12.48558312,8.432890696,25.69746899,47.63970588,7.93302021,20.6,244.0
IL-504,2010,54375.92919161956,712.6646517788847,268005.0,61.0,Madison County CoC,202.0,161.0,41.0,62.0,140.0,12.48558312,8.432890696,25.69746899,47.63970588,7.93302021,21.5,244.0
IL-504,2011,56206.40366815285,744.4712540925904,268473.0,61.0,Madison County CoC,256.0,207.0,49.0,98.0,158.0,13.00229867,8.950611771,25.96029348,50.23426283,8.000974614,22.7,244.0
IL-504,2012,56246.36895072714,765.3079460582458,268586.0,61.0,Madison County CoC,196.0,182.0,14.0,44.0,152.0,13.43955133,8.783107698,26.38502142,49.04057992,8.654703278,31.9,223.0
IL-504,2013,56798.66310694444,787.7123294817288,268373.0,61.0,Madison County CoC,201.0,173.0,28.0,46.0,155.0,13.65536721,8.600524558,27.57702086,46.94437854,9.251620938,29.2,223.0
IL-504,2014,57121.4748765568,792.7209232020961,267937.0,61.0,Madison County CoC,240.0,224.0,16.0,73.0,167.0,13.5944416,8.815337836,28.65055717,45.93616536,8.925653595,19.3,234.0
IL-504,2015,57013.50659794432,795.994505453403,267356.0,61.0,Madison County CoC,168.0,144.0,24.0,38.0,130.0,13.03935426,9.175512702,29.16483414,44.79738185,8.887379789,25.7,228.0
IL-504,2016,58659.82573034087,807.9610584835001,266759.0,61.0,Madison County CoC,199.0,176.0,23.0,51.0,148.0,13.04503162,9.496411514,29.50126956,44.3766459,8.198472943,26.9,228.0
IL-504,2017,60297.62140949003,831.2945411098128,266153.0,61.0,Madison County CoC,176.0,155.0,21.0,51.0,125.0,13.26595264,9.811215001,29.51129944,45.15809961,7.406359582,32.1,173.0
IL-504,2018,61217.157974178495,852.2027590619942,265670.0,61.0,Madison County CoC,146.0,95.0,51.0,88.0,58.0,13.48635325,9.854546687,29.3812882,46.28924377,6.867094052,24.1,104.0
IL-504,2019,64483.78349623833,871.6093263739916,264776.0,61.0,Madison County CoC,101.0,69.0,32.0,57.0,44.0,12.94252604,9.837015392,28.69821934,45.69527827,6.048005209,25.4,80.0
IL-504,2020,66765.01382737714,866.541669345658,264403.0,63.0,Madison County CoC,79.0,47.0,32.0,49.0,30.0,12.2182287,9.656805753,28.00709233,45.69094622,5.529322163,31.8,56.0
IL-504,2021,69637.42347958754,870.1604737854738,266112.0,63.0,Madison County CoC,42.0,42.0,0.0,17.0,25.0,12.12904121,8.804137514,27.53343389,45.34365642,5.289422754,29.5,71.0
IL-504,2022,75803.0329100003,977.0506756756756,265512.0,63.0,Madison County CoC,96.0,81.0,15.0,53.0,43.0,12.00312744,8.415668445,27.27385555,44.69686362,5.219465142,22.2,66.0
