CoC_Number,Year,weighted median income,weighted median rent,total population,CoC Name,Overall Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Poverty_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Unemployment_Rate,Average Temperature,"Beds (ES, TH, SH)"
MI-509,2008,63463.51304125345,967.761605712508,343947.0,Washtenaw County CoC,1.200766397148398,1.0379506144842083,0.16281578266418956,0.8286160367731075,0.37215036037529037,14.1813039,9.256498818,39.0544493,53.49008987,8.596027915,22.8,289.0
MI-509,2009,63463.51304125345,967.761605712508,343947.0,Washtenaw County CoC,0.994339244127729,0.8925793799626105,0.10175986416511847,0.6105591849907108,0.38378005913701824,14.1813039,9.256498818,39.0544493,53.49008987,8.596027915,12.6,306.0
MI-509,2010,63463.51304125345,967.761605712508,343947.0,Washtenaw County CoC,1.3781193032647472,1.2763594390996287,0.10175986416511847,0.8896719552721786,0.4884473479925686,14.1813039,9.256498818,39.0544493,53.49008987,8.596027915,21.3,458.0
MI-509,2011,65124.719224197695,1009.8289371009524,344727.0,Washtenaw County CoC,1.3604968569331672,1.2357604713294867,0.1247363856036806,0.8818572377562535,0.4786396191769139,14.33404701,9.390316191,39.01423283,52.64610854,8.74252481,16.9,428.0
MI-509,2012,65008.87983295281,949.896797780411,346010.0,Washtenaw County CoC,1.1011242449640184,0.9768503800468196,0.12427386491719891,0.6242594144677899,0.47686483049622846,15.0809051,8.853713308,40.81953662,52.96673482,9.055041489,25.1,362.0
MI-509,2013,66748.37026910718,994.1087847142528,348560.0,Washtenaw County CoC,1.4631627266467753,0.9869176038558641,0.47624512279091114,1.0299518016984164,0.43321092494835894,15.5909539,8.521897147,41.63733304,52.04480831,9.212881183,23.0,350.0
MI-509,2014,66890.48145987811,1013.3976537470052,351454.0,Washtenaw County CoC,1.5507008029500304,1.0783772556294706,0.4723235473205597,1.1978808037467208,0.3528199992033097,15.39365859,8.064050362,40.93964475,50.43061283,8.47394548,12.3,336.0
MI-509,2015,67002.30785784485,1114.4295380861472,354092.0,Washtenaw County CoC,1.0505744269850774,0.8246444426872113,0.2259299842978661,0.8726545643505078,0.17791986263456955,15.47325077,7.600917857,40.83925173,50.75395923,7.379131974,16.6,264.0
MI-509,2016,69581.55845867706,1118.2711501834776,358082.0,Washtenaw County CoC,0.9550884992822872,0.8405895856256388,0.11449891365664848,0.7344686412609402,0.22061985802134707,14.74498938,7.363892223,40.43428519,50.11242692,6.258633165,22.3,265.0
MI-509,2017,72453.05730977652,1147.6121313715564,361509.0,Washtenaw County CoC,0.8353872241078368,0.7247399096564677,0.11064731445136912,0.6694162524307833,0.16597097167705369,14.46024967,7.494717953,40.53939896,48.41205526,5.511075602,25.2,227.0
MI-509,2018,76480.37033727637,1109.8307442596342,365961.0,Washtenaw County CoC,0.7705739136137457,0.6967955601826424,0.07377835343110331,0.5738316377974703,0.19674227581627549,14.33903843,7.082519692,41.03127189,48.08839609,4.793331798,20.0,235.0
MI-509,2019,79859.88160490463,1179.9098528610357,367000.0,Washtenaw County CoC,0.7438692098092643,0.7111716621253406,0.03269754768392371,0.5258855585831063,0.21798365122615804,14.27117326,6.725856316,40.9194159,47.01861712,4.10225191,16.8,228.0
MI-509,2020,82068.49216987663,1196.33380837982,368385.0,Washtenaw County CoC,0.743787070591908,0.6976396975989794,0.04614737299292859,0.5239084110373659,0.2198786595545421,14.3779376,6.036102686,41.44286715,48.02515341,4.65813444,27.0,287.0
MI-509,2021,85727.91297109777,1222.247857303962,372428.0,Washtenaw County CoC,0.7222872608933807,0.668585605808371,0.05370165508500972,0.5262762198330952,0.19601104106028547,13.98242086,5.709643119,41.9048451,49.96873046,4.587226951,25.0,261.0
MI-509,2022,92619.47879837184,1346.5345743603318,370231.0,Washtenaw County CoC,0.5699144588108506,0.5537083604560396,0.016206098354810915,0.4186575408326153,0.1512569179782352,14.2251462,5.652728306,41.25013772,50.04451567,4.850394579,15.4,231.0
MI-509,2023,95322.56614385683,1447.526876116332,368394.0,Washtenaw County CoC,0.7220530193217044,0.6786212587610005,0.043431760560704025,0.5618984022541084,0.1601546170675961,14.2251462,5.652728306,41.25013772,50.04451567,4.850394579,28.2,216.0
MI-510,2007,45068.17248537087,686.0896232010122,202336.0,Saginaw City & County CoC,1.7841609995255416,1.354183140914123,0.42997785861141863,1.1713189941483473,0.6128420053771944,18.15148566,12.23602701,25.22347146,53.57799128,13.02127194,24.1,370.0
MI-510,2008,45068.17248537087,686.0896232010122,202336.0,Saginaw City & County CoC,1.7841609995255416,1.354183140914123,0.42997785861141863,1.1713189941483473,0.6128420053771944,18.15148566,12.23602701,25.22347146,53.57799128,13.02127194,22.8,375.0
MI-510,2009,45068.17248537087,686.0896232010122,202336.0,Saginaw City & County CoC,1.5073936422584218,1.3739522378617743,0.13344140439664715,0.869840265696663,0.6375533765617587,18.15148566,12.23602701,25.22347146,53.57799128,13.02127194,12.6,383.0
MI-510,2010,45068.17248537087,686.0896232010122,202336.0,Saginaw City & County CoC,1.5073936422584218,1.3739522378617743,0.13344140439664715,0.869840265696663,0.6375533765617587,18.15148566,12.23602701,25.22347146,53.57799128,13.02127194,21.3,383.0
MI-510,2011,45278.29704275665,715.4979850545776,200998.0,Saginaw City & County CoC,1.9403178141076032,1.5572294251684096,0.38308838893919345,1.2089672534055065,0.7313505607020966,18.49829387,12.14477624,26.46844856,53.00045809,13.15094255,16.9,353.0
MI-510,2012,45108.65193458556,724.2047625951794,200017.0,Saginaw City & County CoC,2.009829164521016,1.624861886739627,0.3849672777813886,1.2148967337776289,0.7949324307433868,18.22845058,10.95649374,26.77653501,51.77985723,13.08526661,25.1,361.0
MI-510,2013,44374.59675821385,714.7487137964504,198841.0,Saginaw City & County CoC,1.7602003610925312,1.7249963538706805,0.035204007221850624,0.8801001805462656,0.8801001805462656,18.73154933,10.79305815,27.27354932,50.85965993,13.37751356,23.0,372.0
MI-510,2014,45668.31891952035,732.4002994027118,197727.0,Saginaw City & County CoC,1.6436804280649582,1.5829906891825598,0.06068973888239846,0.9609208656379755,0.6827595624269827,17.85366557,10.82314569,27.39412438,49.43809432,12.25027685,12.3,405.0
MI-510,2015,45203.29179199813,734.3941388138172,196479.0,Saginaw City & County CoC,1.5675975549549823,1.4708951083830843,0.09670244657189828,0.9670244657189827,0.6005730892359997,17.72454054,10.24843647,27.78954123,49.82221196,11.13618933,16.6,396.0
MI-510,2016,46297.16061905421,733.2819913832409,195201.0,Saginaw City & County CoC,1.7571631292872476,1.6700734115091622,0.08708971777808516,0.9733556692844811,0.7838074600027665,17.3129236,10.21292285,27.85648291,49.27215773,9.535560548,22.3,395.0
MI-510,2017,47373.934521137446,740.6898087232912,193803.0,Saginaw City & County CoC,2.0020329922653413,1.924634809574671,0.07739818269067042,0.9700572230564026,1.031975769208939,17.30614435,10.11115388,28.70452068,48.82017901,8.255856349,25.2,430.0
MI-510,2018,49648.76190229176,786.6197180176162,192778.0,Saginaw City & County CoC,1.8518710641255747,1.7896232972642105,0.06224776686136385,0.793659027482389,1.0582120366431855,17.1051676,9.990043146,28.43047503,48.93112701,7.507053607,20.0,404.0
MI-510,2019,51134.24680822225,800.1358871030804,191821.0,Saginaw City & County CoC,1.897602452286246,1.8350441296834028,0.06255832260284327,0.9696540003440708,0.9279484519421752,17.44623133,9.987116367,28.97380192,48.98553282,6.923068199,16.8,431.0
MI-510,2020,52598.261369699634,801.8301476203927,191166.0,Saginaw City & County CoC,2.2545850203488067,2.202274463032129,0.05231055731667765,1.1874496510885828,1.0671353692602241,18.20834817,10.52955741,29.92303774,50.81899328,6.868911703,27.0,435.0
MI-510,2021,56241.37989398551,824.1496851054897,190540.0,Saginaw City & County CoC,1.7371680487036842,1.7371680487036842,0.0,0.7609950666526714,0.9761729820510129,17.82192228,9.586350656,28.84043872,49.97458528,6.847148904,25.0,448.0
MI-510,2022,60842.710964540274,900.7525616238456,189821.0,Saginaw City & County CoC,1.648921879033405,1.622581273937025,0.026340605096380275,0.7796819108528561,0.869239968180549,18.0949491,9.417401163,27.76162791,50.00969556,6.872975891,15.4,369.0
MI-510,2023,62717.310068178216,860.8503356059405,189210.0,Saginaw City & County CoC,1.7123830664341209,1.6331060726177264,0.07927699381639448,0.9513239257967337,0.7610591406373871,18.0949491,9.417401163,27.76162791,50.00969556,6.872975891,28.2,389.0
MI-511,2007,50038.771699814686,689.3078950758589,100911.0,Lenawee County CoC,0.9216041858667539,0.8423264064373557,0.07927777942939819,0.4459375092903648,0.4756666765763891,13.28596486,12.69299116,20.17657477,45.74872265,11.31235333,24.1,96.0
MI-511,2008,50038.771699814686,689.3078950758589,100911.0,Lenawee County CoC,0.9216041858667539,0.8423264064373557,0.07927777942939819,0.4459375092903648,0.4756666765763891,13.28596486,12.69299116,20.17657477,45.74872265,11.31235333,22.8,105.0
MI-511,2009,50038.771699814686,689.3078950758589,100911.0,Lenawee County CoC,1.1297083568689241,1.0801597447255502,0.04954861214337387,0.28738195043156844,0.8423264064373557,13.28596486,12.69299116,20.17657477,45.74872265,11.31235333,12.6,128.0
MI-511,2010,50038.771699814686,689.3078950758589,100911.0,Lenawee County CoC,1.1891666914409729,1.139618079297599,0.04954861214337387,0.39638889714699094,0.7927777942939819,13.28596486,12.69299116,20.17657477,45.74872265,11.31235333,21.3,133.0
MI-511,2011,50299.04262562714,704.1965039420244,100456.0,Lenawee County CoC,1.6524647606912477,1.5131002628016246,0.1393644978896233,0.6669586684717688,0.9855060922194792,13.09727642,13.19985254,20.06476787,47.28138643,11.31235333,16.9,166.0
MI-511,2012,49993.41081118965,714.6791886101043,99878.0,Lenawee County CoC,1.181441358457318,0.9611726306093434,0.22026872784797452,0.44053745569594904,0.740903902761369,13.43839484,13.39676542,21.84831476,48.10666017,11.93145715,25.1,113.0
MI-511,2013,49139.72195367067,748.6107431787348,99505.0,Lenawee County CoC,1.2461685342445104,1.1155218330737149,0.13064670117079544,0.4823878197075524,0.763780714536958,13.41440129,12.98916801,22.21751338,48.49785408,11.87989013,23.0,116.0
MI-511,2014,49256.55135657939,773.5436291646937,99257.0,Lenawee County CoC,1.3903301530370653,1.1888330294085052,0.2014971236285602,0.4332188158014044,0.9571113372356609,13.730014,12.84559958,22.76341161,47.36597819,10.19436731,12.3,124.0
MI-511,2015,49468.554548947446,769.9795757416432,98902.0,Lenawee County CoC,1.2942104305271886,1.1122120887343028,0.18199834179288588,0.5561060443671514,0.7381043861600372,13.5760652,12.54952548,23.13770941,46.82377049,8.611841547,16.6,117.0
MI-511,2016,50624.33475216118,792.260618406251,98673.0,Lenawee County CoC,1.3884243916775614,1.2060036686834292,0.18242072299413212,0.516858715150041,0.8715656765275203,13.61466663,12.88659794,22.34256128,45.06975644,7.388709436,22.3,124.0
MI-511,2017,52263.16090683167,799.1605112339605,98585.0,Lenawee County CoC,1.2983719632804178,1.2983719632804178,0.0,0.5984683268245676,0.6999036364558503,12.99487752,12.76035706,22.34290962,43.44762799,5.939859191,25.2,117.0
MI-511,2018,54819.57232365904,802.057284156224,98474.0,Lenawee County CoC,1.1881308771858563,1.1881308771858563,0.0,0.5483680971627028,0.6397627800231533,11.58783029,12.63742543,22.61524776,42.20268394,5.060014121,20.0,110.0
MI-511,2019,56141.75166952969,810.342972728474,98381.0,Lenawee County CoC,1.2502414084020288,1.2197477155141745,0.030493692887854362,0.6098738577570872,0.6403675506449417,10.78256981,12.46632881,22.47229104,40.01392596,4.740762876,16.8,175.0
MI-511,2020,58026.65618960431,736.5744685179534,98310.0,Lenawee County CoC,1.7088800732377174,1.6376767368528125,0.07120333638490489,0.823924321025328,0.8849557522123894,11.45330717,12.01811725,24.05522406,39.53064202,4.969798163,27.0,184.0
MI-511,2021,61023.505475811806,815.9426247659694,99346.0,Lenawee County CoC,0.9763855615726853,0.9763855615726853,0.0,0.5234231876472127,0.45296237392547256,11.0716407,11.41038578,23.72732849,40.57114722,5.717431193,25.0,202.0
MI-511,2022,65905.0075556854,923.7899015746048,99263.0,Lenawee County CoC,1.5917310578966986,1.5917310578966986,0.0,0.7253457985352045,0.8663852593614942,11.15147704,12.50995811,22.59362608,43.09672387,5.812263877,15.4,219.0
MI-511,2023,67712.88328627951,907.701759711808,98823.0,Lenawee County CoC,1.5077461724497334,1.5077461724497334,0.0,0.9714337755380833,0.5363123969116501,11.15147704,12.50995811,22.59362608,43.09672387,5.812263877,28.2,223.0
MI-512,2007,49703.2851142614,785.999790291076,166898.0,"Grand Traverse, Antrim, Leelanau Counties CoC",1.4439957339213172,1.2942036453402677,0.1497920885810495,0.9886277846349266,0.45536794928639046,10.95279752,29.80559565,18.99428305,44.90939803,10.27176471,24.1,273.0
MI-512,2008,49703.2851142614,785.999790291076,166898.0,"Grand Traverse, Antrim, Leelanau Counties CoC",1.4439957339213172,1.2942036453402677,0.1497920885810495,0.9886277846349266,0.45536794928639046,10.95279752,29.80559565,18.99428305,44.90939803,10.27176471,22.8,279.0
MI-512,2009,49703.2851142614,785.999790291076,166898.0,"Grand Traverse, Antrim, Leelanau Counties CoC",1.6836630756509965,1.6716797085645125,0.01198336708648396,0.7968939112511834,0.886769164399813,10.95279752,29.80559565,18.99428305,44.90939803,10.27176471,12.6,276.0
MI-512,2010,49703.2851142614,785.999790291076,166898.0,"Grand Traverse, Antrim, Leelanau Counties CoC",1.773538328799626,1.7076298098239644,0.06590851897566179,0.7609438099917315,1.0125945188078946,10.95279752,29.80559565,18.99428305,44.90939803,10.27176471,21.3,298.0
MI-512,2011,49693.97406178045,816.2914805179271,167205.0,"Grand Traverse, Antrim, Leelanau Counties CoC",1.3994796806315601,1.2738853503184713,0.12559433031308873,0.7655273466702551,0.633952333961305,12.05227116,30.76211485,19.59624137,46.31003222,10.27176471,16.9,241.0
MI-512,2012,50408.00860489679,822.5646888929997,167579.0,"Grand Traverse, Antrim, Leelanau Counties CoC",1.8856777997243093,1.5992457288801103,0.28643207084419886,1.0383162568102209,0.8473615429140883,12.2622763,30.86398475,19.50493452,47.9136907,10.34885504,25.1,256.0
MI-512,2013,50701.69098842747,835.6727724068959,167984.0,"Grand Traverse, Antrim, Leelanau Counties CoC",1.9525669111343937,1.7204019430421946,0.23216496809219928,1.1667777883607964,0.7857891227735975,12.51845414,30.91524188,20.35158197,45.81802464,10.28221266,23.0,266.0
MI-512,2014,51532.19821976746,837.6953159260884,168742.0,"Grand Traverse, Antrim, Leelanau Counties CoC",2.3467779213236777,2.020836543362056,0.3259413779616219,1.1911675812779272,1.1556103400457503,12.2494696,31.36349429,20.07697619,47.09153435,8.974588511,12.3,289.0
MI-512,2015,51848.46931544162,837.2254308337215,169613.0,"Grand Traverse, Antrim, Leelanau Counties CoC",1.7805238985219294,1.562380242080501,0.21814365644142844,1.3324450366422385,0.4480788618796908,11.791549,31.22392561,20.1359351,44.15650407,7.568588089,16.6,270.0
MI-512,2016,53892.59675498049,846.9877827656017,170415.0,"Grand Traverse, Antrim, Leelanau Counties CoC",1.4259308159493003,1.3672505354575595,0.05868028049174075,1.1970777220315114,0.22885309391778894,10.70797758,31.13822849,19.57720455,41.99613555,6.631472804,22.3,168.0
MI-512,2017,56344.90076081036,860.0333725745144,170739.0,"Grand Traverse, Antrim, Leelanau Counties CoC",1.3353715319874193,1.1010958246212055,0.23427570736621392,0.9781010782539431,0.3572704537334762,10.5769625,31.51337015,19.35609728,40.20156775,5.995390888,25.2,171.0
MI-512,2018,59962.16969640453,878.1001940819574,171577.0,"Grand Traverse, Antrim, Leelanau Counties CoC",1.3696474469188762,1.235596845731071,0.1340506011878049,0.9849805043799577,0.38466694253891837,10.32131346,31.28824113,19.11581836,42.38073875,5.291054928,20.0,172.0
MI-512,2019,61972.46901108344,883.9734380715169,172239.0,"Grand Traverse, Antrim, Leelanau Counties CoC",0.9753888492153345,0.952165305186398,0.023223544028936536,0.7083180928825644,0.26707075633277017,9.925162129,31.44924568,18.67584716,43.41864717,4.630999965,16.8,144.0
MI-512,2020,65122.90323550151,885.5016992451652,173018.0,"Grand Traverse, Antrim, Leelanau Counties CoC",1.2195262920620977,1.0576934191818192,0.16183287288027837,1.0287946918817694,0.19073160018032806,10.22755765,31.67783471,17.92751479,45.79585774,4.243119266,27.0,141.0
MI-512,2021,67916.5781314816,928.8151199859074,175979.0,"Grand Traverse, Antrim, Leelanau Counties CoC",1.147864233800624,1.147864233800624,0.0,0.7671369879360606,0.38072724586456336,10.08586968,30.33354437,17.83390794,47.09212974,4.4856637,25.0,175.0
MI-512,2022,75332.66656895628,1032.8951548803518,177395.0,"Grand Traverse, Antrim, Leelanau Counties CoC",0.9244905437019082,0.8963048563939231,0.028185687307985006,0.7046421826996252,0.21984836100228305,10.13190099,27.91115689,19.03296831,45.33057535,4.054168226,15.4,125.0
MI-512,2023,79272.278424717,1088.8432782734844,178533.0,"Grand Traverse, Antrim, Leelanau Counties CoC",1.109038665120734,0.9129964768418164,0.19604218827891765,0.8625856284272375,0.24645303669349644,10.13190099,27.91115689,19.03296831,45.33057535,4.054168226,28.2,127.0
MI-514,2007,44449.38669846549,660.706553766264,137112.0,Battle Creek/Calhoun County CoC,1.4951280704825254,0.8533169963241729,0.6418110741583523,1.0210630725246514,0.4740649979578738,16.31439991,11.74593303,27.87946222,49.50113077,12.66649415,24.1,205.0
MI-514,2008,44449.38669846549,660.706553766264,137112.0,Battle Creek/Calhoun County CoC,1.9983662990839604,1.1961024563860203,0.8022638426979404,1.4076083785518407,0.5907579205321197,16.31439991,11.74593303,27.87946222,49.50113077,12.66649415,22.8,234.0
MI-514,2009,44449.38669846549,660.706553766264,137112.0,Battle Creek/Calhoun County CoC,1.7358072232919073,1.349261917264718,0.38654530602718945,1.2836221483167045,0.45218507497520277,16.31439991,11.74593303,27.87946222,49.50113077,12.66649415,12.6,259.0
MI-514,2010,44449.38669846549,660.706553766264,137112.0,Battle Creek/Calhoun County CoC,1.3565552249256083,0.9700099188984188,0.38654530602718945,0.99188984188109,0.36466538304451834,16.31439991,11.74593303,27.87946222,49.50113077,12.66649415,21.3,211.0
MI-514,2011,44261.15406359389,682.2766158442814,136554.0,Battle Creek/Calhoun County CoC,1.4060371721077376,0.9959429969096474,0.41009417519809016,1.054527879080803,0.3515092930269344,16.59270325,12.4181187,28.92990034,50.96949328,12.66649415,16.9,207.0
MI-514,2012,44189.81353490662,690.5787980567825,136063.0,Battle Creek/Calhoun County CoC,1.5874999081307923,1.175925857874661,0.41157405025613136,1.2273726141566774,0.3601272939741149,16.59892844,12.63504763,29.50835053,49.24006359,13.30527777,25.1,240.0
MI-514,2013,43539.102468753226,697.0779582982868,135534.0,Battle Creek/Calhoun County CoC,1.741260495521419,1.2690542594478138,0.4722062360736051,1.2321631472545636,0.5090973482668556,17.35726829,12.17844404,30.34738339,47.56383372,13.21102314,23.0,254.0
MI-514,2014,43965.35476877543,719.4301220865705,135150.0,Battle Creek/Calhoun County CoC,2.101368849426563,1.7018128005919348,0.3995560488346282,1.5464298927118016,0.5549389567147613,16.79097299,13.13453446,30.15404413,46.51060625,11.61874202,12.3,287.0
MI-514,2015,44373.81186289784,724.2333407522814,134790.0,Battle Creek/Calhoun County CoC,2.1144001780547517,1.6766822464574525,0.4377179315972995,1.4021811707099934,0.7122190073447585,17.01238964,12.95539891,30.67171239,48.3528686,10.03063152,16.6,243.0
MI-514,2016,46049.35819765241,730.9694485897351,134691.0,Battle Creek/Calhoun County CoC,1.8264026549658108,1.5516998166172944,0.2747028383485162,1.2695725772323319,0.5568300777334788,16.51558011,12.49114016,30.39047637,47.64472542,8.456288901,22.3,237.0
MI-514,2017,47671.65649497123,763.5435243845243,134327.0,Battle Creek/Calhoun County CoC,1.518682022229336,1.3027909504418322,0.21589107178750364,1.1315669969551914,0.38711502527414443,16.84694812,12.13971505,30.23090719,48.5168706,7.445234573,25.2,239.0
MI-514,2018,49685.84113539521,775.0549255240829,134473.0,Battle Creek/Calhoun County CoC,1.7549991448097388,1.450105225584318,0.3048939192254207,1.2790671733359111,0.47593197147382743,16.41444751,11.85959033,30.52423638,47.34721289,7.008701441,20.0,221.0
MI-514,2019,51371.73117157929,831.5337227669658,134212.0,Battle Creek/Calhoun County CoC,1.795666557386821,1.512532411408816,0.28313414597800496,1.2070455696957052,0.5886209876911155,15.96206002,11.32881144,30.09390454,47.07656327,6.295168969,16.8,196.0
MI-514,2020,53133.808754470185,758.5266344639138,133943.0,Battle Creek/Calhoun County CoC,1.7096824768744914,1.358786946686277,0.3508955301882144,1.3811845337195674,0.3284979431549241,16.7865231,11.43932561,31.7644985,46.25724504,6.677188093,27.0,212.0
MI-514,2021,56905.41472501434,821.4821060004322,134207.0,Battle Creek/Calhoun County CoC,1.1102252490555633,1.0655181920466146,0.044707057008948864,0.8419829070018702,0.2682423420536932,15.9192405,11.24098048,30.8702242,44.83836001,7.114786311,25.0,233.0
MI-514,2022,62137.58702643813,880.6299184395311,134011.0,Battle Creek/Calhoun County CoC,1.6267321339293044,1.4028699136638036,0.2238622202655006,1.1864697674071532,0.44026236652215117,14.78156839,11.42787226,29.53051921,43.71157445,7.012220262,15.4,247.0
MI-514,2023,64418.83926303364,874.608931159691,133846.0,Battle Creek/Calhoun County CoC,1.8005767822721637,1.5091971370082036,0.2913796452639601,1.3373578590320219,0.4632189232401417,14.78156839,11.42787226,29.53051921,43.71157445,7.012220262,28.2,256.0
MI-515,2007,56764.269655199496,804.2857105456069,152784.0,Monroe City & County CoC,0.9294166928474186,0.8574196250916326,0.07199706775578595,0.7134254895800607,0.21599120326735785,8.870038748,7.360559352,19.297403,46.39111111,11.26108554,24.1,154.0
MI-515,2008,56764.269655199496,804.2857105456069,152784.0,Monroe City & County CoC,0.9294166928474186,0.8574196250916326,0.07199706775578595,0.7134254895800607,0.21599120326735785,8.870038748,7.360559352,19.297403,46.39111111,11.26108554,22.8,177.0
MI-515,2009,56764.269655199496,804.2857105456069,152784.0,Monroe City & County CoC,0.9163263168918211,0.8901455649806262,0.026180751911194892,0.49088909833490413,0.42543721855691696,8.870038748,7.360559352,19.297403,46.39111111,11.26108554,12.6,177.0
MI-515,2010,56764.269655199496,804.2857105456069,152784.0,Monroe City & County CoC,0.9163263168918211,0.8901455649806262,0.026180751911194892,0.49088909833490413,0.42543721855691696,8.870038748,7.360559352,19.297403,46.39111111,11.26108554,21.3,177.0
MI-515,2011,57665.24188701529,808.2075126304048,152410.0,Monroe City & County CoC,0.7939111606849945,0.7676661636375566,0.02624499704743783,0.5314611902106161,0.2624499704743783,10.31887671,7.523635497,19.60824742,46.1531721,11.26108554,16.9,122.0
MI-515,2012,56884.26774996051,825.129205496762,151944.0,Monroe City & County CoC,0.7436950455430948,0.7173695572052862,0.026325488337808668,0.5330911388406255,0.21060390670246934,11.72101644,7.573725459,21.00073429,46.81152181,11.33614627,25.1,140.0
MI-515,2013,55522.20127073867,830.843429673465,151408.0,Monroe City & County CoC,0.9180492444256578,0.8982352319560393,0.019814012469618517,0.733118461375885,0.18493078304977278,12.10693096,7.077176228,21.1385219,45.85249671,11.36699624,23.0,176.0
MI-515,2014,56500.57070221609,818.4217605451737,150851.0,Monroe City & County CoC,1.226375695222438,1.2064885217863985,0.019887173436039535,0.9744714983659373,0.2519041968565008,11.80945188,7.702691844,21.03008776,45.01573108,9.97106671,12.3,204.0
MI-515,2015,57094.04105400303,848.7364460634423,150436.0,Monroe City & County CoC,1.229758834321572,1.2031694541200244,0.0265893802015475,0.857507511499907,0.37225132282166506,11.20742375,7.628976547,20.53922071,43.619586,8.274002157,16.6,204.0
MI-515,2016,57683.25682750342,818.2263896762146,149945.0,Monroe City & County CoC,1.173763713361566,1.1537563773383572,0.02000733602320851,0.8736536730134382,0.30011004034812766,10.87785224,7.579669933,20.64034707,43.22347402,6.962691945,22.3,210.0
MI-515,2017,60644.89553465803,839.7129107934153,149619.0,Monroe City & County CoC,1.2899431221970472,1.2698921928364713,0.020050929360575863,0.8154044606634183,0.4745386615336288,11.06477119,7.798720387,19.83393576,44.58867016,5.89731038,25.2,205.0
MI-515,2018,62584.93790873687,876.3906238518628,149699.0,Monroe City & County CoC,1.3961349107208465,1.329334197289227,0.06680071343161946,0.9018096313268625,0.49432527939398396,10.51910834,7.383798141,19.91599049,47.20481111,4.901934262,20.0,258.0
MI-515,2019,63853.27566170431,883.8655820259539,149727.0,Monroe City & County CoC,1.1153632945293768,1.1153632945293768,0.0,0.6077728131866663,0.5075904813427105,11.01538133,6.899176635,20.27565953,48.25117274,4.785389118,16.8,240.0
MI-515,2020,67100.50736666667,885.2330333333333,150000.0,Monroe City & County CoC,1.2266666666666668,1.2133333333333334,0.013333333333333332,0.8133333333333334,0.41333333333333333,11.74608962,6.370727461,20.53239416,46.91336526,5.178166289,27.0,228.0
MI-515,2021,68922.60379832282,939.7937534075862,154068.0,Monroe City & County CoC,0.668535971129631,0.668535971129631,0.0,0.46083547524469715,0.20770049588493392,11.22751853,6.200542349,19.39846828,46.7578874,5.338280287,25.0,222.0
MI-515,2022,74679.37075240759,1008.629467198026,154823.0,Monroe City & County CoC,0.7169477403228203,0.7104887516712634,0.006458988651556939,0.5038011148214412,0.21314662550137897,10.96284738,5.525610717,19.52655812,47.60358821,5.645919779,15.4,186.0
MI-515,2023,77120.71628570138,1013.8824459197036,155001.0,Monroe City & County CoC,0.8193495525835317,0.8193495525835317,0.0,0.4838678460138967,0.33548170656963505,10.96284738,5.525610717,19.52655812,47.60358821,5.645919779,28.2,231.0
MI-516,2007,41819.00055419892,667.2600232070799,173223.0,"Norton Shores, Muskegon City & County CoC",1.9166046079331267,0.8486171005005109,1.0679875074326157,0.8774816277284194,1.0391229802047073,17.94074426,10.51884937,24.55931059,57.04333376,15.97973488,24.1,254.0
MI-516,2008,41819.00055419892,667.2600232070799,173223.0,"Norton Shores, Muskegon City & County CoC",2.0262898113991787,0.9871668311944718,1.0391229802047073,0.6523383153507328,1.3739514960484462,17.94074426,10.51884937,24.55931059,57.04333376,15.97973488,22.8,342.0
MI-516,2009,41819.00055419892,667.2600232070799,173223.0,"Norton Shores, Muskegon City & County CoC",2.6901739376410756,0.8370712896093475,1.8531026480317279,1.4663179831777535,1.2238559544633218,17.94074426,10.51884937,24.55931059,57.04333376,15.97973488,12.6,402.0
MI-516,2010,41819.00055419892,667.2600232070799,173223.0,"Norton Shores, Muskegon City & County CoC",3.7292969178457827,1.8761942698140546,1.8531026480317279,1.7780548772391658,1.9512420406066169,17.94074426,10.51884937,24.55931059,57.04333376,15.97973488,21.3,407.0
MI-516,2011,41610.53341630728,699.814246432603,172745.0,"Norton Shores, Muskegon City & County CoC",4.000115777591247,2.657095719123564,1.3430200584676835,1.9971634490144434,2.002952328576804,18.34254144,11.51004371,26.15270762,55.08120079,16.07250911,16.9,487.0
MI-516,2012,41935.22884923292,697.9349014584728,171755.0,"Norton Shores, Muskegon City & County CoC",2.6607667899042244,1.3100055311344647,1.3507612587697593,1.7466740415126196,0.9140927483916044,19.2075433,11.65539828,26.08073062,55.89921913,15.85059153,25.1,275.0
MI-516,2013,42483.6579493202,709.422277143842,171153.0,"Norton Shores, Muskegon City & County CoC",3.762715231401144,1.3788832214451399,2.383832009956004,1.5775358889414735,2.1851793424596706,19.1980275,11.366828,25.56300763,57.40763028,15.61158798,23.0,288.0
MI-516,2014,42953.86649000747,679.4334084329473,171328.0,"Norton Shores, Muskegon City & County CoC",3.4086664176316774,1.0272693313410535,2.3813970862906237,1.5409039970115803,1.8677624206200971,20.26780317,11.56784493,26.42157179,54.99908498,14.37937005,12.3,247.0
