CoC_Number,Year,B01003_001E,B17001_002E,B25002_001E,B25002_003E,B25003_003E,B25003_001E,B25106_001E,B23025_003E,B23025_005E,B25064_001E,B19013_001E,Unemployment_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Poverty_Rate,Overall Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Unsheltered Homeless,Sheltered Total Homeless,"Total Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Total Beds for Households with Children (ES, TH, SH)","Total Beds for Households without Children (ES, TH, SH)",Total Beds for Households with Children (ES),Total Beds for Households without Children (ES),Total Beds for Households with Children (TH),Total Beds for Households without Children (TH),Total Beds for Households with Children (SH),Total Beds for Households without Children (SH),Total Year-Round Beds (RRH),Total Beds for Households with Children (RRH),Total Beds for Households without Children (RRH),Total Year-Round PSH Beds,Total Beds for Households with Children (PSH),Total Beds for Households without Children (PSH),State Initials,Average Temperature
CA-514,2018,1100890,259560,368622,29556,156317,339066,83528,491009,45576,226596,11529064,9.282110918537134,8.017969627423215,46.1022337833932,53.43500706896883,23.57728746741273,2144.0,1886.0,258.0,1681.0,463.0,571.0,425.0,122.0,24.0,299.0,260.0,225.0,188.0,74,48,0.0,24.0,526.0,452.0,74.0,1308.0,505.0,803.0,CA,48.9
CA-514,2019,1096687,244413,368346,29032,156896,339314,82744,490910,43272,228735,11792017,8.814650343240105,7.881719904654863,46.239176691795805,52.73811951866204,22.28648648155764,2508.0,2267.0,241.0,2069.0,439.0,525.0,411.0,114.0,0.0,233.0,282.0,186.0,215.0,47,67,0.0,0.0,534.0,468.0,66.0,1353.0,536.0,817.0,CA,46.1
CA-514,2020,1065226,218759,356966,27318,152709,329648,79291,477544,42941,268962,14042451,8.992050994253932,7.65282968125816,46.324867737708104,51.92293839917752,20.53639321608748,3641.0,3094.0,547.0,2681.0,960.0,1046.0,898.0,148.0,0.0,522.0,514.0,437.0,451.0,85,63,0.0,0.0,767.0,627.0,140.0,1338.0,511.0,827.0,CA,45.3
CA-514,2021,1080140,210483,360998,27083,150822,333915,75936,486147,43123,282989,15100878,8.870362256683679,7.502257630236178,45.167782220026055,50.348092453355605,19.486640620660285,999.0,615.0,384.0,0.0,999.0,1020.0,863.0,157.0,0.0,478.0,530.0,390.0,461.0,88,69,0.0,0.0,577.0,449.0,128.0,1200.0,425.0,775.0,CA,45.5
CA-514,2022,1041257,202803,349857,25719,149188,324138,75212,473237,42504,303936,15882269,8.981546244270842,7.351289241032764,46.026075313601,50.41424243236722,19.476747815380833,4216.0,3506.0,710.0,2338.0,1878.0,2153.0,1795.0,358.0,0.0,797.0,1352.0,506.0,1285.0,291,67,0.0,0.0,389.0,206.0,183.0,1612.0,578.0,1034.0,CA,46.2
CA-514,2023,1041257,202803,349857,25719,149188,324138,75212,473237,42504,303936,15882269,8.981546244270842,7.351289241032764,46.026075313601,50.41424243236722,19.476747815380833,4493.0,3865.0,628.0,2758.0,1735.0,1829.0,1480.0,349.0,0.0,693.0,1136.0,423.0,1057.0,270,79,0.0,0.0,441.0,287.0,154.0,1491.0,276.0,1215.0,CA,42.6
CA-515,2007,284394,20145,130134,18609,32920,111525,16932,145417,11990,84480,5114466,8.245253306009612,14.299875512932822,29.518045281327055,51.433778857837176,7.083482773898184,587.0,368.0,219.0,137.0,450.0,,21.0,433.0,,,,16.0,5.0,279,154,,,,,,104.0,37.0,67.0,CA,41.5
CA-515,2008,284394,20145,130134,18609,32920,111525,16932,145417,11990,84480,5114466,8.245253306009612,14.299875512932822,29.518045281327055,51.433778857837176,7.083482773898184,587.0,368.0,219.0,137.0,450.0,,71.0,388.0,,,,22.0,49.0,253,135,,,,,,63.0,25.0,38.0,CA,41.1
CA-515,2009,284394,20145,130134,18609,32920,111525,16932,145417,11990,84480,5114466,8.245253306009612,14.299875512932822,29.518045281327055,51.433778857837176,7.083482773898184,1054.0,700.0,354.0,482.0,572.0,,84.0,411.0,,,,33.0,51.0,256,155,,,,,,63.0,25.0,38.0,CA,46.9
CA-515,2010,284394,20145,130134,18609,32920,111525,16932,145417,11990,84480,5114466,8.245253306009612,14.299875512932822,29.518045281327055,51.433778857837176,7.083482773898184,1054.0,700.0,354.0,482.0,572.0,,216.0,405.0,,,,123.0,93.0,251,154,,,,,,89.0,25.0,64.0,CA,45.2
CA-515,2011,298771,22038,132568,17431,33266,115137,17361,147967,11951,92264,5282247,8.076800908310638,13.14872367388812,28.89253671712829,52.18842060963146,7.376217906021669,821.0,544.0,277.0,355.0,466.0,,156.0,395.0,,,,71.0,85.0,259,136,,,,,,142.0,31.0,111.0,CA,45.2
CA-515,2012,307024,26921,137243,20445,35012,116798,18560,151649,14018,94031,5328950,9.243714102961444,14.896934634188993,29.976540694189968,53.01039643550782,8.768369899421543,742.0,508.0,234.0,355.0,387.0,,195.0,310.0,,,,95.0,100.0,189,121,,,,,,139.0,43.0,96.0,CA,46.5
CA-515,2013,320406,28787,141371,20820,36816,120551,19387,157455,15752,100124,5468744,10.0041281636023,14.72720713583408,30.539771548970972,52.65916992611908,8.984538366946936,908.0,689.0,219.0,523.0,385.0,,198.0,310.0,,,,95.0,103.0,202,108,,,0.0,0.0,0.0,179.0,50.0,129.0,CA,42.1
CA-515,2014,304599,28951,135197,20499,36159,114698,19036,147180,13894,93734,5163868,9.440141323549394,15.162318690503488,31.52539712985405,52.6452612074449,9.504627395362428,762.0,619.0,143.0,523.0,239.0,408.0,226.0,182.0,0.0,247.0,161.0,93.0,133.0,154,28,0.0,0.0,22.0,8.0,14.0,208.0,50.0,158.0,CA,50.1
CA-515,2015,327097,28400,141220,20858,36140,120362,18738,159480,13371,104801,5672714,8.384123401053424,14.769862625690411,30.02608796796331,51.848367459878254,8.682439765574127,796.0,611.0,185.0,499.0,297.0,431.0,240.0,191.0,0.0,240.0,179.0,100.0,128.0,140,51,0.0,0.0,53.0,45.0,8.0,217.0,51.0,166.0,CA,48.6
CA-515,2016,350277,31062,148025,18039,40119,129986,19983,168704,11895,110668,5951020,7.05081088770865,12.186454990711027,30.86409305617528,49.80931728108876,8.867838881799262,1021.0,861.0,160.0,499.0,522.0,530.0,317.0,213.0,0.0,285.0,233.0,120.0,185.0,165,48,0.0,0.0,42.0,36.0,6.0,251.0,46.0,205.0,CA,44.5
CA-515,2017,354012,29310,149903,18173,39159,131730,19243,170046,9577,114462,6282721,5.632005457346835,12.123172985197094,29.726713732634938,49.1406828570699,8.279380359987796,979.0,772.0,207.0,458.0,521.0,486.0,355.0,131.0,0.0,221.0,265.0,132.0,223.0,89,42,0.0,0.0,69.0,67.0,2.0,217.0,41.0,176.0,CA,42.2
CA-515,2018,336706,28032,142348,18446,37172,123902,18363,163681,8183,111152,6019214,4.999358508318009,12.958383679433505,30.001129925263513,49.40008608630151,8.325363967378069,950.0,766.0,184.0,458.0,492.0,595.0,341.0,254.0,0.0,291.0,304.0,96.0,245.0,195,59,0.0,0.0,196.0,173.0,23.0,192.0,20.0,172.0,CA,48.9
CA-515,2019,348791,27168,143793,15880,37588,127913,18397,170927,7382,113815,6319634,4.318802763752947,11.043653029006975,29.385598023656705,48.94381185484729,7.78919180827487,617.0,493.0,124.0,296.0,321.0,467.0,250.0,217.0,0.0,309.0,158.0,136.0,114.0,173,44,0.0,0.0,182.0,162.0,20.0,188.0,22.0,166.0,CA,46.1
CA-515,2020,337888,24838,140044,15030,35736,125014,17678,166061,6739,121499,7086919,4.0581473073147825,10.732341264174115,28.58559841297775,49.468323259458245,7.35095652997443,744.0,613.0,131.0,405.0,339.0,408.0,242.0,166.0,0.0,186.0,222.0,122.0,120.0,64,102,0.0,0.0,74.0,71.0,3.0,61.0,0.0,61.0,CA,45.3
CA-515,2021,348188,24829,147674,17942,36315,129732,17960,169378,7210,131726,7941866,4.256751171934962,12.14973522759592,27.9923226343539,49.45614759741154,7.130917780049859,708.0,249.0,108.0,351.0,357.0,462.0,301.0,161.0,0.0,103.0,359.0,38.0,263.0,65,96,0.0,0.0,109.0,64.0,45.0,191.0,14.0,177.0,CA,45.5
CA-515,2022,351928,23953,148425,17049,36115,131376,18985,172641,7384,147801,8706246,4.277083659153967,11.486609398686204,27.489800267933266,52.56818496469611,6.806221727171467,750.0,652.0,98.0,408.0,342.0,392.0,285.0,107.0,0.0,172.0,220.0,120.0,165.0,52,55,0.0,0.0,89.0,73.0,16.0,200.0,17.0,183.0,CA,46.2
CA-515,2023,351928,23953,148425,17049,36115,131376,18985,172641,7384,147801,8706246,4.277083659153967,11.486609398686204,27.489800267933266,52.56818496469611,6.806221727171467,709.0,642.0,67.0,407.0,302.0,336.0,272.0,64.0,0.0,132.0,204.0,119.0,153.0,13,51,0.0,0.0,122.0,101.0,21.0,199.0,16.0,183.0,CA,42.6
CA-516,2007,309345,48528,143485,22265,42063,121220,22093,131330,16139,71154,3860987,12.288890580979212,15.517301460082937,34.69971951823131,52.52359555904239,15.687339378363962,296.0,147.0,149.0,46.0,250.0,,96.0,219.0,,,,48.0,48.0,124,95,,,,,,28.0,0.0,28.0,CA,41.5
CA-516,2008,309345,48528,143485,22265,42063,121220,22093,131330,16139,71154,3860987,12.288890580979212,15.517301460082937,34.69971951823131,52.52359555904239,15.687339378363962,263.0,186.0,77.0,62.0,201.0,,112.0,225.0,,,,44.0,68.0,122,103,,,,,,17.0,0.0,17.0,CA,41.1
CA-516,2009,309345,48528,143485,22265,42063,121220,22093,131330,16139,71154,3860987,12.288890580979212,15.517301460082937,34.69971951823131,52.52359555904239,15.687339378363962,340.0,205.0,135.0,146.0,194.0,,138.0,317.0,,,,46.0,92.0,150,167,,,,,,25.0,0.0,25.0,CA,46.9
CA-516,2010,309345,48528,143485,22265,42063,121220,22093,131330,16139,71154,3860987,12.288890580979212,15.517301460082937,34.69971951823131,52.52359555904239,15.687339378363962,336.0,243.0,93.0,121.0,215.0,,138.0,307.0,,,,46.0,92.0,150,157,,,,,,44.0,0.0,44.0,CA,45.2
CA-516,2011,302345,49662,141335,24261,40415,117074,21431,128402,15958,72832,3780135,12.428155324683416,17.165599462270492,34.52090131028239,53.02734133366325,16.425606509120374,527.0,403.0,124.0,171.0,356.0,,138.0,312.0,,,,46.0,92.0,121,191,,,,,,44.0,0.0,44.0,CA,45.2
CA-516,2012,313150,52800,146232,25387,42008,120845,22603,133704,18371,80292,3991957,13.740052653622929,17.36076918868647,34.761885059373576,53.806417825176155,16.86092926712438,524.0,384.0,140.0,182.0,342.0,,128.0,372.0,,,,36.0,92.0,150,222,,,,,,34.0,0.0,34.0,CA,46.5
CA-516,2013,314374,53752,147587,26262,43370,121325,23076,132398,18241,82332,4019945,13.777398450127643,17.79425017108553,35.7469606429013,53.207286142494816,17.0981060774746,851.0,631.0,220.0,347.0,504.0,,128.0,372.0,,,,36.0,92.0,150,222,,,0.0,0.0,0.0,34.0,0.0,34.0,CA,42.1
CA-516,2014,313414,55328,147891,27375,43236,120516,23473,130361,16897,82122,4017921,12.961698667546276,18.510254173681968,35.875734342327995,54.29040614302896,17.653327547588813,630.0,461.0,169.0,82.0,548.0,585.0,192.0,393.0,0.0,224.0,361.0,66.0,126.0,158,235,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,CA,50.1
CA-516,2015,314441,55301,149053,28204,43610,120849,23411,128953,14227,82290,4063570,11.03270183710344,18.922128370445417,36.08635570008854,53.68264159596423,17.58708310939095,591.0,504.0,87.0,347.0,244.0,456.0,261.0,195.0,0.0,162.0,294.0,51.0,210.0,111,84,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,CA,48.6
CA-516,2016,313187,53404,149312,28289,43993,121023,23026,129316,12158,82595,4168175,9.401775495684989,18.946233390484355,36.350941556563626,52.34014502307185,17.05179333752678,1272.0,1065.0,207.0,960.0,312.0,542.0,324.0,218.0,0.0,276.0,266.0,147.0,177.0,129,89,0.0,0.0,0.0,0.0,0.0,44.0,0.0,44.0,CA,44.5
CA-516,2017,307504,52787,147974,27950,42849,120024,22392,125927,9543,82488,4152139,7.578200068293535,18.888453376944597,35.7003599280144,52.25792900651124,17.166280763827462,934.0,721.0,213.0,404.0,530.0,826.0,321.0,505.0,0.0,527.0,283.0,209.0,112.0,318,171,0.0,0.0,134.0,134.0,0.0,90.0,0.0,90.0,CA,42.2
CA-516,2018,298598,50035,147778,27851,42180,119927,21502,125111,8325,83516,4380756,6.654091167043666,18.846513012762387,35.17139593252562,50.97676623992413,16.756642710265975,1149.0,955.0,194.0,690.0,459.0,521.0,314.0,207.0,0.0,195.0,317.0,73.0,241.0,122,76,0.0,0.0,188.0,140.0,48.0,61.0,15.0,46.0,CA,48.9
CA-516,2019,300671,48806,146125,24395,42417,121730,20328,126913,7590,87249,4666687,5.980474813454887,16.694610778443113,34.84514910046825,47.924181342386305,16.232360287490312,1349.0,1144.0,205.0,806.0,543.0,787.0,483.0,304.0,0.0,376.0,411.0,220.0,263.0,156,148,0.0,0.0,58.0,26.0,32.0,36.0,6.0,30.0,CA,46.1
CA-516,2020,292526,43755,144747,27229,39779,117518,19160,123927,7937,92565,5053731,6.404576888006649,18.811443415062143,33.8492826630814,48.1661178008497,14.957644790548532,1529.0,1234.0,295.0,1023.0,506.0,625.0,436.0,189.0,0.0,481.0,144.0,398.0,38.0,83,106,0.0,0.0,251.0,233.0,18.0,55.0,29.0,26.0,CA,45.3
CA-516,2021,300215,43264,141104,23915,39862,117189,18985,127560,9012,97153,5443406,7.064910630291628,16.94849189250482,34.01513793956771,47.62681250313582,14.411005446096963,792.0,557.0,235.0,0.0,792.0,1157.0,732.0,425.0,0.0,426.0,720.0,206.0,515.0,220,205,0.0,0.0,116.0,86.0,30.0,78.0,24.0,54.0,CA,45.5
CA-516,2022,298322,40909,137302,23473,38659,113829,17867,125551,8809,101935,5720503,7.016272271825792,17.095890810039183,33.9623470293159,46.21692232080499,13.713034908588709,1837.0,1448.0,389.0,1096.0,741.0,1019.0,689.0,330.0,0.0,420.0,599.0,236.0,453.0,184,146,0.0,0.0,198.0,116.0,81.0,208.0,161.0,47.0,CA,46.2
CA-516,2023,298322,40909,137302,23473,38659,113829,17867,125551,8809,101935,5720503,7.016272271825792,17.095890810039183,33.9623470293159,46.21692232080499,13.713034908588709,2521.0,2036.0,485.0,1434.0,1087.0,1087.0,677.0,410.0,0.0,374.0,713.0,238.0,439.0,136,274,0.0,0.0,151.0,97.0,54.0,141.0,73.0,68.0,CA,42.6
CA-517,2007,124731,11725,50791,4525,16916,46266,8539,66616,5358,45283,2565498,8.043112765701933,8.909058691500462,36.56248649115981,50.47883660439821,9.400229293439482,365.0,236.0,129.0,146.0,219.0,,118.0,112.0,,,,44.0,74.0,35,77,,,,,,56.0,10.0,46.0,CA,41.5
CA-517,2008,124731,11725,50791,4525,16916,46266,8539,66616,5358,45283,2565498,8.043112765701933,8.909058691500462,36.56248649115981,50.47883660439821,9.400229293439482,365.0,236.0,129.0,146.0,219.0,,118.0,100.0,,,,44.0,74.0,35,65,,,,,,56.0,10.0,46.0,CA,41.1
CA-517,2009,124731,11725,50791,4525,16916,46266,8539,66616,5358,45283,2565498,8.043112765701933,8.909058691500462,36.56248649115981,50.47883660439821,9.400229293439482,314.0,261.0,53.0,128.0,186.0,,118.0,100.0,,,,44.0,74.0,43,57,,,,,,56.0,10.0,46.0,CA,46.9
CA-517,2010,124731,11725,50791,4525,16916,46266,8539,66616,5358,45283,2565498,8.043112765701933,8.909058691500462,36.56248649115981,50.47883660439821,9.400229293439482,314.0,261.0,53.0,128.0,186.0,,105.0,109.0,,,,40.0,65.0,48,61,,,,,,60.0,10.0,50.0,CA,45.2
CA-517,2011,126888,11771,52184,4944,17854,47240,9359,66693,5241,47534,2599236,7.858395933606226,9.474168327456692,37.79424216765453,52.41962585415033,9.276684950507534,230.0,171.0,59.0,92.0,138.0,,99.0,83.0,,,,42.0,57.0,47,36,,,,,,29.0,0.0,29.0,CA,45.2
CA-517,2012,124753,11942,49860,4674,17935,45186,9218,66006,5878,48016,2558580,8.905251037784444,9.374247894103489,39.69149736644093,51.39671034290494,9.572515290213463,248.0,184.0,64.0,92.0,156.0,,85.0,55.0,,,,21.0,64.0,44,11,,,,,,32.0,0.0,32.0,CA,46.5
CA-517,2013,121916,12527,48213,4411,18399,43802,9557,64139,6027,45296,2294822,9.396778870889786,9.148984713666438,42.00493128167664,51.94304038262949,10.275107451031856,245.0,168.0,77.0,68.0,177.0,,105.0,84.0,,,,42.0,63.0,65,19,,,5.0,2.0,3.0,51.0,3.0,48.0,CA,42.1
CA-517,2014,124130,12903,48711,4443,18536,44268,9774,65390,5632,48052,2417562,8.612937758066982,9.121143068300794,41.87223276407337,52.72982304704359,10.394747442197696,285.0,205.0,80.0,91.0,194.0,174.0,104.0,70.0,0.0,100.0,74.0,42.0,62.0,58,12,0.0,0.0,27.0,5.0,22.0,52.0,3.0,49.0,CA,50.1
CA-517,2015,131075,13064,52337,5686,19134,46651,10020,69500,5306,53756,2678778,7.634532374100719,10.86420696639089,41.01519795931491,52.36751332706178,9.966812893381652,293.0,226.0,67.0,114.0,179.0,165.0,103.0,62.0,0.0,91.0,74.0,41.0,62.0,50,12,0.0,0.0,23.0,19.0,4.0,49.0,3.0,46.0,CA,48.6
CA-517,2016,137830,11995,54455,5919,18840,48536,9376,73496,4879,59600,2992622,6.638456514640252,10.86952529611606,38.816548541288945,49.76645435244161,8.702749764202277,317.0,235.0,82.0,118.0,199.0,156.0,97.0,59.0,0.0,82.0,74.0,35.0,62.0,47,12,0.0,0.0,28.0,20.0,8.0,51.0,5.0,46.0,CA,44.5
CA-517,2017,135461,11038,52402,5425,17857,46977,9057,72277,4000,60606,3076200,5.534264012064695,10.352658295484906,38.01221874534347,50.71960575684605,8.148470777566976,315.0,233.0,82.0,116.0,199.0,169.0,101.0,68.0,0.0,93.0,76.0,39.0,62.0,54,14,0.0,0.0,50.0,46.0,4.0,47.0,2.0,45.0,CA,42.2
CA-517,2018,137076,10933,53956,6311,16965,47645,8680,72902,3728,66428,3400992,5.1137143013909085,11.696567573578472,35.60709413369714,51.16416150898909,7.975867402025154,322.0,276.0,46.0,154.0,168.0,151.0,85.0,66.0,0.0,66.0,85.0,10.0,75.0,56,10,0.0,0.0,38.0,35.0,3.0,57.0,3.0,54.0,CA,48.9
CA-517,2019,124322,9378,48853,5652,15411,43201,7707,66939,3065,63658,3406860,4.5787956198927375,11.569402083802428,35.67278535219092,50.00973330737784,7.543314940235839,322.0,270.0,52.0,150.0,172.0,167.0,102.0,65.0,0.0,85.0,82.0,25.0,77.0,60,5,0.0,0.0,116.0,88.0,28.0,49.0,0.0,49.0,CA,46.1
CA-517,2020,130037,9725,51804,5850,16626,45954,8291,69802,3164,67805,3437222,4.532821409128678,11.29256428075052,36.17965791878836,49.86767713220257,7.478640694571545,464.0,442.0,22.0,303.0,161.0,145.0,123.0,22.0,0.0,56.0,89.0,39.0,84.0,17,5,0.0,0.0,59.0,30.0,29.0,50.0,0.0,50.0,CA,45.3
CA-517,2021,130140,9921,52853,6618,16496,46235,8514,69291,3395,71036,3630504,4.899626214082637,12.52152195712637,35.67859846436682,51.61251212415131,7.623328722913786,200.0,168.0,32.0,0.0,200.0,261.0,203.0,58.0,0.0,67.0,194.0,51.0,152.0,16,42,0.0,0.0,57.0,31.0,26.0,50.0,0.0,50.0,CA,45.5
CA-517,2022,129668,10102,52181,5464,16726,46717,8529,68199,3536,76281,3973031,5.184826756990572,10.471244322646172,35.80281268060877,50.99246681812747,7.79066539161551,495.0,467.0,28.0,366.0,129.0,162.0,123.0,39.0,0.0,56.0,106.0,42.0,81.0,14,25,0.0,0.0,139.0,93.0,46.0,51.0,3.0,48.0,CA,46.2
CA-517,2023,129668,10102,52181,5464,16726,46717,8529,68199,3536,76281,3973031,5.184826756990572,10.471244322646172,35.80281268060877,50.99246681812747,7.79066539161551,506.0,456.0,50.0,349.0,157.0,176.0,135.0,41.0,0.0,37.0,139.0,23.0,112.0,14,27,0.0,0.0,145.0,130.0,15.0,60.0,3.0,57.0,CA,42.6
CA-518,2007,381014,39938,144551,12331,46440,132220,24928,191278,19226,111911,5930931,10.051338888946978,8.530553230347767,35.123279382846775,53.677863910422055,10.482029531723244,1956.0,818.0,1138.0,1499.0,457.0,,205.0,232.0,,,,130.0,75.0,84,148,,,,,,72.0,24.0,48.0,CA,41.5
CA-518,2008,381014,39938,144551,12331,46440,132220,24928,191278,19226,111911,5930931,10.051338888946978,8.530553230347767,35.123279382846775,53.677863910422055,10.482029531723244,1956.0,818.0,1138.0,1499.0,457.0,,205.0,231.0,,,,130.0,75.0,61,170,,,,,,50.0,0.0,50.0,CA,41.1
CA-518,2009,381014,39938,144551,12331,46440,132220,24928,191278,19226,111911,5930931,10.051338888946978,8.530553230347767,35.123279382846775,53.677863910422055,10.482029531723244,829.0,468.0,361.0,426.0,403.0,,198.0,205.0,,,,134.0,64.0,46,159,,,,,,102.0,16.0,86.0,CA,46.9
CA-518,2010,381014,39938,144551,12331,46440,132220,24928,191278,19226,111911,5930931,10.051338888946978,8.530553230347767,35.123279382846775,53.677863910422055,10.482029531723244,829.0,468.0,361.0,426.0,403.0,,151.0,171.0,,,,88.0,63.0,49,122,,,,,,122.0,16.0,106.0,CA,45.2
CA-518,2011,369403,41097,141131,12555,47468,128576,25276,185286,18831,114591,5893107,10.163207150027526,8.895990250193082,36.91824290691886,53.24850425549844,11.125248035343514,569.0,376.0,193.0,235.0,334.0,,196.0,186.0,,,,128.0,68.0,46,140,,,,,,93.0,16.0,77.0,CA,45.2
CA-518,2012,360730,45831,137696,11754,49416,125942,26408,180668,20595,111442,5448813,11.3993623663294,8.536195677434348,39.237109145479664,53.44018131779181,12.705070274166276,622.0,383.0,239.0,235.0,387.0,,190.0,324.0,,,,125.0,65.0,155,165,,,,,,105.0,16.0,89.0,CA,46.5
CA-518,2013,355246,50137,135072,11080,50879,123992,28204,178853,22757,109192,5332782,12.72385702224732,8.203032456763799,41.03409897412737,55.4334794315926,14.11331865805667,1329.0,1163.0,166.0,889.0,440.0,,223.0,306.0,,,,139.0,78.0,83,220,,,0.0,0.0,0.0,131.0,33.0,98.0,CA,42.1
CA-518,2014,348531,50176,132246,10505,52041,121741,28411,174561,21992,106859,5156271,12.598461282875329,7.943529482933322,42.7473078092015,54.59349359159125,14.39642384752002,1295.0,1085.0,210.0,889.0,406.0,548.0,228.0,320.0,0.0,286.0,247.0,144.0,78.0,142,169,0.0,0.0,0.0,0.0,0.0,131.0,33.0,98.0,CA,50.1
CA-518,2015,415962,55452,153340,10768,57292,142572,31097,209460,23766,131865,6310272,11.346319106273274,7.022303378113995,40.18460847852313,54.27808420023737,13.331025430207566,1082.0,968.0,114.0,795.0,287.0,381.0,142.0,239.0,0.0,219.0,158.0,130.0,12.0,89,146,0.0,0.0,0.0,0.0,0.0,104.0,18.0,86.0,CA,48.6
CA-518,2016,414122,53102,152218,9776,58525,142442,31879,207756,21119,134362,6401738,10.165290051791525,6.422367919694123,41.08689852711981,54.47073900042717,12.822791351340909,1118.0,955.0,163.0,795.0,323.0,419.0,238.0,181.0,0.0,213.0,202.0,125.0,113.0,88,89,0.0,0.0,94.0,94.0,0.0,183.0,48.0,135.0,CA,44.5
CA-518,2017,411123,47720,150335,8611,56974,141724,30283,206728,17823,136337,6583509,8.621473627181611,5.727874413809159,40.20067172814767,53.15231509109418,11.607231898969408,1232.0,1070.0,162.0,917.0,315.0,366.0,152.0,214.0,0.0,134.0,232.0,58.0,94.0,76,138,0.0,0.0,102.0,58.0,44.0,217.0,77.0,140.0,CA,42.2
CA-518,2018,398132,41825,145373,7819,54279,137554,28248,200606,14426,139061,6859263,7.191210631785689,5.378577865215687,39.460139290751265,52.042226275355105,10.505309796750826,1129.0,1052.0,77.0,917.0,212.0,339.0,240.0,99.0,0.0,123.0,216.0,59.0,181.0,64,35,0.0,0.0,205.0,112.0,93.0,257.0,82.0,175.0,CA,48.9
CA-518,2019,400270,39327,146419,7935,55063,138484,28849,201885,12499,148070,7139984,6.1911484260841565,5.419378632554518,39.76127206031022,52.392713800555725,9.82511804531941,1151.0,1072.0,79.0,932.0,219.0,339.0,240.0,99.0,0.0,96.0,243.0,59.0,181.0,37,62,0.0,0.0,88.0,17.0,71.0,382.0,161.0,221.0,CA,46.1
CA-518,2020,390672,35699,144152,7864,52852,136288,26819,197290,12005,154419,7347139,6.084951087231993,5.455352683278761,38.77964310871096,50.74358586240824,9.137844534545604,1162.0,1087.0,75.0,932.0,230.0,331.0,222.0,109.0,0.0,133.0,198.0,113.0,109.0,20,89,0.0,0.0,177.0,48.0,129.0,228.0,94.0,134.0,CA,45.3
CA-518,2021,383692,34737,141644,7653,52287,133991,26908,193542,12040,159014,7506585,6.220871955441196,5.402982124198695,39.02277018605727,51.462122516113,9.05335529539318,397.0,340.0,57.0,0.0,397.0,489.0,368.0,121.0,0.0,158.0,331.0,140.0,228.0,18,103,0.0,0.0,176.0,64.0,112.0,255.0,13.0,242.0,CA,45.5
CA-518,2022,368211,34414,135579,7301,51117,128278,26662,186668,10676,167282,7888231,5.719244862536696,5.385052257355491,39.84861005004755,52.1587730109357,9.346271567117768,1179.0,1088.0,91.0,920.0,259.0,399.0,236.0,163.0,0.0,65.0,326.0,42.0,186.0,23,140,0.0,0.0,212.0,82.0,130.0,291.0,13.0,278.0,CA,46.2
CA-518,2023,368211,34414,135579,7301,51117,128278,26662,186668,10676,167282,7888231,5.719244862536696,5.385052257355491,39.84861005004755,52.1587730109357,9.346271567117768,1200.0,1126.0,74.0,920.0,280.0,347.0,183.0,164.0,0.0,65.0,278.0,40.0,139.0,25,139,0.0,0.0,123.0,27.0,96.0,278.0,17.0,261.0,CA,42.6
CA-519,2007,218635,39290,95139,9674,33144,85465,18913,101364,13399,45130,2261630,13.2186969732844,10.168280095439304,38.78078745685368,57.06311851315472,17.97059025316166,1478.0,1057.0,421.0,542.0,936.0,,222.0,232.0,,,,41.0,181.0,95,137,,,,,,120.0,115.0,5.0,CA,41.5
CA-519,2008,218635,39290,95139,9674,33144,85465,18913,101364,13399,45130,2261630,13.2186969732844,10.168280095439304,38.78078745685368,57.06311851315472,17.97059025316166,592.0,441.0,151.0,270.0,322.0,,207.0,255.0,,,,35.0,172.0,104,151,,,,,,136.0,115.0,21.0,CA,41.1
CA-519,2009,218635,39290,95139,9674,33144,85465,18913,101364,13399,45130,2261630,13.2186969732844,10.168280095439304,38.78078745685368,57.06311851315472,17.97059025316166,689.0,558.0,131.0,386.0,303.0,,206.0,183.0,,,,19.0,187.0,99,84,,,,,,136.0,115.0,21.0,CA,46.9
CA-519,2010,218635,39290,95139,9674,33144,85465,18913,101364,13399,45130,2261630,13.2186969732844,10.168280095439304,38.78078745685368,57.06311851315472,17.97059025316166,742.0,615.0,127.0,395.0,347.0,,206.0,179.0,,,,25.0,181.0,90,89,,,,,,152.0,116.0,36.0,CA,45.2
CA-519,2011,219309,42283,95589,10370,33813,85219,19260,101364,13399,45521,2266852,13.2186969732844,10.848528596386616,39.67777138900949,56.96034069736492,19.280102503773215,897.0,753.0,144.0,540.0,357.0,,203.0,187.0,,,,32.0,171.0,98,89,,,,,,235.0,163.0,72.0,CA,45.2
CA-519,2012,220101,44156,95830,10756,33840,85074,18983,102009,14647,46572,2267518,14.358536991834054,11.224042575393929,39.77713519994358,56.096335697399525,20.061698947301466,897.0,760.0,137.0,540.0,357.0,,230.0,187.0,,,,30.0,200.0,98,89,,,,,,231.0,163.0,68.0,CA,46.5
